Name,win_start,win_end,predicted_speed_mps,Real_mps,Abs_Error_mps
AlpineStabilised,1.0,3.0,0.8204,0.821,0.0006
AlpineStabilised,2.0,4.0,0.8109,0.821,0.0101
AlpineStabilised,3.0,5.0,0.8152,0.821,0.0058
AlpineStabilised,4.0,6.0,0.82,0.821,0.001
AlpineStabilised,5.0,7.0,0.8157,0.821,0.0053
AlpineStabilised,6.0,8.0,0.8087,0.821,0.0123
AlpineStabilised,7.0,9.0,0.8157,0.821,0.0053
AlpineStabilised,8.0,10.0,0.8139,0.821,0.0071
AlpineStabilised,9.0,11.0,0.8178,0.821,0.0032
AlpineStabilised,10.0,12.0,0.82,0.821,0.001
AlpineStabilised,11.0,13.0,0.821,0.821,0.0
AlpineStabilised,12.0,14.0,0.821,0.821,0.0
AlpineStabilised,13.0,15.0,0.821,0.821,0.0
AlpineStabilised,14.0,16.0,0.821,0.821,0.0
AlpineStabilised,15.0,17.0,0.8206,0.821,0.0004
AlpineStabilised,16.0,18.0,0.8204,0.821,0.0006
AlpineStabilised,17.0,19.0,0.821,0.821,0.0
AlpineStabilised,18.0,20.0,0.8199,0.821,0.0011
AlpineStabilised,19.0,21.0,0.8199,0.821,0.0011
AlpineStabilised,20.0,22.0,0.8119,0.821,0.0091
AlpineStabilised,21.0,23.0,0.8169,0.821,0.0041
AlpineStabilised,22.0,24.0,0.8183,0.821,0.0027
AlpineStabilised,23.0,25.0,0.821,0.821,0.0
AlpineStabilised,24.0,26.0,0.821,0.821,0.0
AlpineStabilised,25.0,27.0,0.8182,0.821,0.0028
AlpineStabilised,26.0,28.0,0.8135,0.821,0.0075
AlpineStabilised,27.0,29.0,0.821,0.821,0.0
AlpineStabilised,28.0,30.0,0.821,0.821,0.0
AlpineStabilised,29.0,31.0,0.821,0.821,0.0
AlpineStabilised,30.0,32.0,0.821,0.821,0.0
AlpineStabilised,31.0,33.0,0.8206,0.821,0.0004
AlpineStabilised,32.0,34.0,0.8187,0.821,0.0023
AlpineStabilised,33.0,35.0,0.8016,0.821,0.0194
AlpineStabilised,34.0,36.0,0.8178,0.821,0.0032
AlpineStabilised,35.0,37.0,0.821,0.821,0.0
AlpineStabilised,36.0,38.0,0.8213,0.821,0.0003
AlpineStabilised,37.0,39.0,0.8034,0.821,0.0176
AlpineStabilised,38.0,40.0,0.821,0.821,0.0
AlpineStabilised,39.0,41.0,0.821,0.821,0.0
AlpineStabilised,40.0,42.0,0.821,0.821,0.0
AlpineStabilised,41.0,43.0,0.821,0.821,0.0
AlpineStabilised,42.0,44.0,0.8194,0.821,0.0016
AlpineStabilised,43.0,45.0,0.8202,0.821,0.0008
AlpineStabilised,44.0,46.0,0.8112,0.821,0.0098
AlpineStabilised,45.0,47.0,0.8204,0.821,0.0006
AlpineStabilised,46.0,48.0,0.821,0.821,0.0
AlpineStabilised,47.0,49.0,0.8198,0.821,0.0012
AlpineStabilised,48.0,50.0,0.821,0.821,0.0
AlpineStabilised,49.0,51.0,0.821,0.821,0.0
AlpineStabilised,50.0,52.0,0.821,0.821,0.0
AlpineStabilised,51.0,53.0,0.821,0.821,0.0
AlpineStabilised,52.0,54.0,0.821,0.821,0.0
AlpineStabilised,53.0,55.0,0.821,0.821,0.0
AlpineStabilised,54.0,56.0,0.821,0.821,0.0
AlpineStabilised,55.0,57.0,0.821,0.821,0.0
AlpineStabilised,56.0,58.0,0.8186,0.821,0.0024
AlpineStabilised,57.0,59.0,0.8188,0.821,0.0022
AlpineStabilised,58.0,60.0,0.8193,0.821,0.0017
AlpineStabilised,59.0,61.0,0.8194,0.821,0.0016
AlpineStabilised,60.0,62.0,0.8194,0.821,0.0016
AlpineStabilised,61.0,63.0,0.7789,0.821,0.0421
AlpineStabilised,62.0,64.0,0.8198,0.821,0.0012
AlpineStabilised,63.0,65.0,0.8162,0.821,0.0048
AlpineStabilised,64.0,66.0,0.8194,0.821,0.0016
AlpineStabilised,65.0,67.0,0.8179,0.821,0.0031
AlpineStabilised,66.0,68.0,0.8085,0.821,0.0125
AlpineStabilised,67.0,69.0,0.8152,0.821,0.0058
AlpineStabilised,68.0,70.0,0.8172,0.821,0.0038
AlpineStabilised,69.0,71.0,0.8053,0.821,0.0157
AlpineStabilised,69.76,71.76,0.778,0.821,0.043
Arrow_GoPro_Seeded_Stabilised,0.0,2.0,0.4188,0.413,0.0058
Arrow_GoPro_Seeded_Stabilised,1.0,3.0,0.413,0.413,0.0
Arrow_GoPro_Seeded_Stabilised,2.0,4.0,0.4132,0.413,0.0002
Arrow_GoPro_Seeded_Stabilised,3.0,5.0,0.4174,0.413,0.0044
Arrow_GoPro_Seeded_Stabilised,4.0,6.0,0.413,0.413,0.0
Arrow_GoPro_Seeded_Stabilised,5.0,7.0,0.4145,0.413,0.0015
Arrow_GoPro_Seeded_Stabilised,6.0,8.0,0.413,0.413,0.0
Arrow_GoPro_Seeded_Stabilised,7.0,9.0,0.4129,0.413,0.0001
Arrow_GoPro_Seeded_Stabilised,8.0,10.0,0.4129,0.413,0.0001
Arrow_GoPro_Seeded_Stabilised,9.0,11.0,0.4165,0.413,0.0035
Arrow_GoPro_Seeded_Stabilised,10.0,12.0,0.4147,0.413,0.0017
Arrow_GoPro_Seeded_Stabilised,11.0,13.0,0.413,0.413,0.0
Arrow_GoPro_Seeded_Stabilised,12.0,14.0,0.4148,0.413,0.0018
Arrow_GoPro_Seeded_Stabilised,13.0,15.0,0.4186,0.413,0.0056
Arrow_GoPro_Seeded_Stabilised,14.0,16.0,0.4135,0.413,0.0005
Arrow_GoPro_Seeded_Stabilised,15.0,17.0,0.4126,0.413,0.0004
Arrow_GoPro_Seeded_Stabilised,16.0,18.0,0.4127,0.413,0.0003
Arrow_GoPro_Seeded_Stabilised,17.0,19.0,0.413,0.413,0.0
Arrow_GoPro_Seeded_Stabilised,17.6,19.6,0.5079,0.413,0.0949
Arrow_GoPro_Unseeded_Stabilised,0.0,2.0,0.413,0.413,0.0
Arrow_GoPro_Unseeded_Stabilised,1.0,3.0,0.4244,0.413,0.0114
Arrow_GoPro_Unseeded_Stabilised,2.0,4.0,0.4136,0.413,0.0006
Arrow_GoPro_Unseeded_Stabilised,3.0,5.0,0.4264,0.413,0.0134
Arrow_GoPro_Unseeded_Stabilised,4.0,6.0,0.413,0.413,0.0
Arrow_GoPro_Unseeded_Stabilised,5.0,7.0,0.4134,0.413,0.0004
Arrow_GoPro_Unseeded_Stabilised,6.0,8.0,0.4173,0.413,0.0043
Arrow_GoPro_Unseeded_Stabilised,7.0,9.0,0.413,0.413,0.0
Arrow_GoPro_Unseeded_Stabilised,8.0,10.0,0.4132,0.413,0.0002
Arrow_GoPro_Unseeded_Stabilised,9.0,11.0,0.4131,0.413,0.0001
Arrow_GoPro_Unseeded_Stabilised,10.0,12.0,0.413,0.413,0.0
Arrow_GoPro_Unseeded_Stabilised,11.0,13.0,0.4133,0.413,0.0003
Arrow_GoPro_Unseeded_Stabilised,12.0,14.0,0.4133,0.413,0.0003
Arrow_GoPro_Unseeded_Stabilised,13.0,15.0,0.413,0.413,0.0
Arrow_GoPro_Unseeded_Stabilised,14.0,16.0,0.4136,0.413,0.0006
Arrow_GoPro_Unseeded_Stabilised,15.0,17.0,0.4131,0.413,0.0001
Arrow_GoPro_Unseeded_Stabilised,16.0,18.0,0.4137,0.413,0.0007
Arrow_GoPro_Unseeded_Stabilised,17.0,19.0,0.4139,0.413,0.0009
Arrow_GoPro_Unseeded_Stabilised,17.8,19.8,0.4135,0.413,0.0005
Arrow_Gopro_Seeded_notStabilised,0.0,2.0,0.4139,0.413,0.0009
Arrow_Gopro_Seeded_notStabilised,1.0,3.0,0.4131,0.413,0.0001
Arrow_Gopro_Seeded_notStabilised,2.0,4.0,0.4132,0.413,0.0002
Arrow_Gopro_Seeded_notStabilised,3.0,5.0,0.413,0.413,0.0
Arrow_Gopro_Seeded_notStabilised,4.0,6.0,0.4132,0.413,0.0002
Arrow_Gopro_Seeded_notStabilised,5.0,7.0,0.413,0.413,0.0
Arrow_Gopro_Seeded_notStabilised,6.0,8.0,0.414,0.413,0.001
Arrow_Gopro_Seeded_notStabilised,7.0,9.0,0.413,0.413,0.0
Arrow_Gopro_Seeded_notStabilised,8.0,10.0,0.4136,0.413,0.0006
Arrow_Gopro_Seeded_notStabilised,9.0,11.0,0.423,0.413,0.01
Arrow_Gopro_Seeded_notStabilised,10.0,12.0,0.4152,0.413,0.0022
Arrow_Gopro_Seeded_notStabilised,11.0,13.0,0.4138,0.413,0.0008
Arrow_Gopro_Seeded_notStabilised,12.0,14.0,0.4235,0.413,0.0105
Arrow_Gopro_Seeded_notStabilised,13.0,15.0,0.413,0.413,0.0
Arrow_Gopro_Seeded_notStabilised,14.0,16.0,0.4127,0.413,0.0003
Arrow_Gopro_Seeded_notStabilised,15.0,17.0,0.4135,0.413,0.0005
Arrow_Gopro_Seeded_notStabilised,16.0,18.0,0.4138,0.413,0.0008
Arrow_Gopro_Seeded_notStabilised,17.0,19.0,0.413,0.413,0.0
Arrow_Gopro_Seeded_notStabilised,17.8,19.8,0.4134,0.413,0.0004
Arrow_Gopro_UnSeeded_notStabilised,0.0,2.0,0.4305,0.413,0.0175
Arrow_Gopro_UnSeeded_notStabilised,1.0,3.0,0.4137,0.413,0.0007
Arrow_Gopro_UnSeeded_notStabilised,2.0,4.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,3.0,5.0,0.4132,0.413,0.0002
Arrow_Gopro_UnSeeded_notStabilised,4.0,6.0,0.4137,0.413,0.0007
Arrow_Gopro_UnSeeded_notStabilised,5.0,7.0,0.4136,0.413,0.0006
Arrow_Gopro_UnSeeded_notStabilised,6.0,8.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,7.0,9.0,0.4134,0.413,0.0004
Arrow_Gopro_UnSeeded_notStabilised,8.0,10.0,0.4174,0.413,0.0044
Arrow_Gopro_UnSeeded_notStabilised,9.0,11.0,0.4131,0.413,0.0001
Arrow_Gopro_UnSeeded_notStabilised,10.0,12.0,0.4129,0.413,0.0001
Arrow_Gopro_UnSeeded_notStabilised,11.0,13.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,12.0,14.0,0.4132,0.413,0.0002
Arrow_Gopro_UnSeeded_notStabilised,13.0,15.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,14.0,16.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,15.0,17.0,0.4131,0.413,0.0001
Arrow_Gopro_UnSeeded_notStabilised,16.0,18.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,17.0,19.0,0.413,0.413,0.0
Arrow_Gopro_UnSeeded_notStabilised,17.8,19.8,0.4131,0.413,0.0001
Arrow_UAS_Seeded_Stabilised,0.0,2.0,0.5612,0.561,0.0002
Arrow_UAS_Seeded_Stabilised,1.0,3.0,0.5683,0.561,0.0073
Arrow_UAS_Seeded_Stabilised,2.0,4.0,0.5593,0.561,0.0017
Arrow_UAS_Seeded_Stabilised,3.0,5.0,0.5595,0.561,0.0015
Arrow_UAS_Seeded_Stabilised,4.0,6.0,0.5573,0.561,0.0037
Arrow_UAS_Seeded_Stabilised,5.0,7.0,0.5599,0.561,0.0011
Arrow_UAS_Seeded_Stabilised,6.0,8.0,0.561,0.561,0.0
Arrow_UAS_Seeded_Stabilised,7.0,9.0,0.5605,0.561,0.0005
Arrow_UAS_Seeded_Stabilised,8.0,10.0,0.5608,0.561,0.0002
Arrow_UAS_Seeded_Stabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Seeded_Stabilised,10.0,12.0,0.561,0.561,0.0
Arrow_UAS_Seeded_Stabilised,11.0,13.0,0.561,0.561,0.0
Arrow_UAS_Seeded_Stabilised,12.0,14.0,0.5611,0.561,0.0001
Arrow_UAS_Seeded_Stabilised,13.0,15.0,0.5607,0.561,0.0003
Arrow_UAS_Seeded_Stabilised,14.0,16.0,0.5606,0.561,0.0004
Arrow_UAS_Seeded_Stabilised,15.0,17.0,0.5606,0.561,0.0004
Arrow_UAS_Seeded_Stabilised,16.0,18.0,0.561,0.561,0.0
Arrow_UAS_Seeded_Stabilised,17.0,19.0,0.5611,0.561,0.0001
Arrow_UAS_Seeded_Stabilised,17.8,19.8,0.5609,0.561,0.0001
Arrow_UAS_Seeded_notStabilised,0.0,2.0,0.5699,0.561,0.0089
Arrow_UAS_Seeded_notStabilised,1.0,3.0,0.5686,0.561,0.0076
Arrow_UAS_Seeded_notStabilised,2.0,4.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,3.0,5.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,4.0,6.0,0.5586,0.561,0.0024
Arrow_UAS_Seeded_notStabilised,5.0,7.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,6.0,8.0,0.5597,0.561,0.0013
Arrow_UAS_Seeded_notStabilised,7.0,9.0,0.5588,0.561,0.0022
Arrow_UAS_Seeded_notStabilised,8.0,10.0,0.5603,0.561,0.0007
Arrow_UAS_Seeded_notStabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,10.0,12.0,0.5612,0.561,0.0002
Arrow_UAS_Seeded_notStabilised,11.0,13.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,12.0,14.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,13.0,15.0,0.5612,0.561,0.0002
Arrow_UAS_Seeded_notStabilised,14.0,16.0,0.5607,0.561,0.0003
Arrow_UAS_Seeded_notStabilised,15.0,17.0,0.5458,0.561,0.0152
Arrow_UAS_Seeded_notStabilised,16.0,18.0,0.5574,0.561,0.0036
Arrow_UAS_Seeded_notStabilised,17.0,19.0,0.5613,0.561,0.0003
Arrow_UAS_Seeded_notStabilised,17.8,19.8,0.5611,0.561,0.0001
Arrow_UAS_Unseeded_Stabilised,0.0,2.0,0.5607,0.561,0.0003
Arrow_UAS_Unseeded_Stabilised,1.0,3.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,2.0,4.0,0.5549,0.561,0.0061
Arrow_UAS_Unseeded_Stabilised,3.0,5.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,4.0,6.0,0.5057,0.561,0.0553
Arrow_UAS_Unseeded_Stabilised,5.0,7.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,6.0,8.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,7.0,9.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,8.0,10.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,10.0,12.0,0.531,0.561,0.03
Arrow_UAS_Unseeded_Stabilised,11.0,13.0,0.558,0.561,0.003
Arrow_UAS_Unseeded_Stabilised,12.0,14.0,0.5573,0.561,0.0037
Arrow_UAS_Unseeded_Stabilised,13.0,15.0,0.5384,0.561,0.0226
Arrow_UAS_Unseeded_Stabilised,14.0,16.0,0.5565,0.561,0.0045
Arrow_UAS_Unseeded_Stabilised,15.0,17.0,0.5553,0.561,0.0057
Arrow_UAS_Unseeded_Stabilised,16.0,18.0,0.5594,0.561,0.0016
Arrow_UAS_Unseeded_Stabilised,17.0,19.0,0.5565,0.561,0.0045
Arrow_UAS_Unseeded_Stabilised,17.8,19.8,0.5572,0.561,0.0038
Arrow_UAS_Unseeded_notStabilised,0.0,2.0,0.5609,0.561,0.0001
Arrow_UAS_Unseeded_notStabilised,1.0,3.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,2.0,4.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,3.0,5.0,0.5591,0.561,0.0019
Arrow_UAS_Unseeded_notStabilised,4.0,6.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,5.0,7.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,6.0,8.0,0.5606,0.561,0.0004
Arrow_UAS_Unseeded_notStabilised,7.0,9.0,0.5602,0.561,0.0008
Arrow_UAS_Unseeded_notStabilised,8.0,10.0,0.5608,0.561,0.0002
Arrow_UAS_Unseeded_notStabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,10.0,12.0,0.5599,0.561,0.0011
Arrow_UAS_Unseeded_notStabilised,11.0,13.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,12.0,14.0,0.5602,0.561,0.0008
Arrow_UAS_Unseeded_notStabilised,13.0,15.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,14.0,16.0,0.5607,0.561,0.0003
Arrow_UAS_Unseeded_notStabilised,15.0,17.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,16.0,18.0,0.5592,0.561,0.0018
Arrow_UAS_Unseeded_notStabilised,17.0,19.0,0.5608,0.561,0.0002
Arrow_UAS_Unseeded_notStabilised,17.8,19.8,0.561,0.561,0.0
Brenta1,0.0,2.0,0.3848,0.384,0.0008
Brenta1,1.0,3.0,0.3876,0.384,0.0036
Brenta1,2.0,4.0,0.3863,0.384,0.0023
Brenta1,3.0,5.0,0.3963,0.384,0.0123
Brenta1,4.0,6.0,0.3863,0.384,0.0023
Brenta1,5.0,7.0,0.385,0.384,0.001
Brenta1,6.0,8.0,0.384,0.384,0.0
Brenta1,7.0,9.0,0.3892,0.384,0.0052
Brenta1,8.0,10.0,0.4592,0.384,0.0752
Brenta1,9.0,11.0,0.4365,0.384,0.0525
Brenta1,10.0,12.0,0.4397,0.384,0.0557
Brenta1,11.0,13.0,0.4528,0.384,0.0688
Brenta1,12.0,14.0,0.3925,0.384,0.0085
Brenta1,13.0,15.0,0.384,0.384,0.0
Brenta1,14.0,16.0,0.3846,0.384,0.0006
Brenta1,15.0,17.0,0.3907,0.384,0.0067
Brenta1,16.0,18.0,0.3943,0.384,0.0103
Brenta1,17.0,19.0,0.3856,0.384,0.0016
Brenta1,18.0,20.0,0.3866,0.384,0.0026
BrentaFLIR,0.0,2.0,0.3864,0.384,0.0024
BrentaFLIR,1.0,3.0,0.384,0.384,0.0
BrentaFLIR,2.0,4.0,0.3841,0.384,0.0001
BrentaFLIR,3.0,5.0,0.3895,0.384,0.0055
BrentaFLIR,4.0,6.0,0.3978,0.384,0.0138
BrentaFLIR,5.0,7.0,0.5888,0.384,0.2048
BrentaFLIR,6.0,8.0,0.4487,0.384,0.0647
BrentaFLIR,7.0,9.0,0.3896,0.384,0.0056
BrentaFLIR,8.0,10.0,0.3851,0.384,0.0011
BrentaFLIR,9.0,11.0,0.3844,0.384,0.0004
BrentaFLIR,10.0,12.0,0.3876,0.384,0.0036
BrentaFLIR,11.0,13.0,0.3855,0.384,0.0015
BrentaFLIR,12.0,14.0,0.384,0.384,0.0
BrentaFLIR,13.0,15.0,0.384,0.384,0.0
BrentaFLIR,14.0,16.0,0.3882,0.384,0.0042
LaMorge_orthorectified,0.0,2.0,0.3969,0.388,0.0089
LaMorge_orthorectified,1.0,3.0,0.3896,0.388,0.0016
LaMorge_orthorectified,2.0,4.0,0.3888,0.388,0.0008
LaMorge_orthorectified,3.0,5.0,0.3887,0.388,0.0007
LaMorge_orthorectified,4.0,6.0,0.3921,0.388,0.0041
LaMorge_orthorectified,5.0,7.0,0.4049,0.388,0.0169
LaMorge_orthorectified,6.0,8.0,0.4205,0.388,0.0325
LaMorge_orthorectified,7.0,9.0,0.4264,0.388,0.0384
LaMorge_orthorectified,7.6,9.6,0.4389,0.388,0.0509
LaVence,0.0,2.0,0.6432,0.651,0.0078
LaVence,1.0,3.0,0.6709,0.651,0.0199
LaVence,2.0,4.0,0.6318,0.651,0.0192
LaVence,3.0,5.0,0.7149,0.651,0.0639
RiverBradano_NonStabilised,0.0,2.0,0.817,0.817,0.0
RiverBradano_NonStabilised,1.0,3.0,0.8139,0.817,0.0031
RiverBradano_NonStabilised,2.0,4.0,0.817,0.817,0.0
RiverBradano_NonStabilised,3.0,5.0,0.817,0.817,0.0
RiverBradano_NonStabilised,4.0,6.0,0.817,0.817,0.0
RiverBradano_NonStabilised,5.0,7.0,0.817,0.817,0.0
RiverBradano_NonStabilised,6.0,8.0,0.817,0.817,0.0
RiverBradano_NonStabilised,7.0,9.0,0.817,0.817,0.0
RiverBradano_NonStabilised,8.0,10.0,0.817,0.817,0.0
RiverBradano_NonStabilised,9.0,11.0,0.817,0.817,0.0
RiverBradano_NonStabilised,10.0,12.0,0.817,0.817,0.0
RiverBradano_NonStabilised,11.0,13.0,0.817,0.817,0.0
RiverBradano_NonStabilised,12.0,14.0,0.8164,0.817,0.0006
RiverBradano_NonStabilised,13.0,15.0,0.8164,0.817,0.0006
RiverBradano_NonStabilised,14.0,16.0,0.817,0.817,0.0
RiverBradano_NonStabilised,15.0,17.0,0.817,0.817,0.0
RiverBradano_NonStabilised,16.0,18.0,0.817,0.817,0.0
RiverBradano_NonStabilised,17.0,19.0,0.817,0.817,0.0
RiverBradano_NonStabilised,18.0,20.0,0.817,0.817,0.0
RiverBradano_NonStabilised,19.0,21.0,0.817,0.817,0.0
RiverBradano_NonStabilised,20.0,22.0,0.817,0.817,0.0
RiverBradano_NonStabilised,21.0,23.0,0.8136,0.817,0.0034
RiverBradano_NonStabilised,22.0,24.0,0.817,0.817,0.0
